gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,WT_amox_1,WT_amox_2,WT_amox_3
b0084,TI83333S000085,CDS,"division-specific transpeptidase, penicillin-binding protein 3",septum formation; penicillin-binding protein 3; peptidoglycan synthetase; go_component: inner membrane [goid 0019866]; go_process: peptidoglycan biosynthesis [goid 0009252]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,91413-93179,b0084,12.99284467,12.88721017,12.79884937,12.91156474,12.91740669,12.89117168
b0085,TI83333S000086,CDS,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase",involved in cell wall formation; peptidoglycan synthesis; cytoplasmic enzyme; catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-aceylmuramoyl-l-alanyl-d-glutamate; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,93166-94653,b0085,13.01330117,13.06222634,12.90906138,12.99373509,13.19717181,13.21551234
b0086,TI83333S000087,CDS,D-alanine:D-alanine-adding enzyme,go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan biosynthesis [goid 0009252]; go_process: peptidoglycan metabolism [goid 0000270],"Escherichia coli K12, complete genome.",NC_000913,94650-96008,b0086,13.05648016,13.08680912,13.03830805,13.09179154,13.16139611,13.25558755
b0087,TI83333S000088,CDS,phospho-N-acetylmuramoyl-pentapeptide-transferase,catalyzes the binding of UDP-N-acetylmuramoyl (pentapeptide) to bactoprenol to produce lipid I in peptidoglycan synthesis; go_component: inner membrane [goid 0019866]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,96002-97084,b0087,12.50891257,12.61632758,12.50300751,12.42075905,12.71592141,12.78064754
b0088,TI83333S000089,CDS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamatesynthetase,UDP-N-acetylmuramoylalanine--D-glutamate ligase; involved in peptidoglycan biosynthesis; cytoplasmic; catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine during cell wall formation; go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,97087-98403,b0088,12.8676715,12.88668687,12.83862088,12.84973678,13.01940179,13.07292187
b0089,TI83333S000090,CDS,cell division; membrane protein involved in shape determination,"essential cell division gene, stablilzes FtsZ ring, required for PBP2 expression; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,98403-99647,b0089,12.56810465,12.59387879,12.41220773,12.45138023,12.68993812,12.71694603
b0090,TI83333S000091,CDS,N-acetylglucosaminyl transferase,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase; involved in cell wall formation; inner membrane-associated; last step of peptidoglycan synthesis; go_component: inner membrane [goid 0019866]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,99644-100711,b0090,14.25193406,14.04016134,13.97671836,13.99799603,14.21975506,14.25948122
b0091,TI83333S000092,CDS,UDP-N-acetylmuramate--L-alanine ligase,catalyzes the formation of UDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramate and L-alanine in peptidoglycan synthesis; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,100765-102240,b0091,13.32245209,13.29720824,13.20861796,13.25451029,13.37795966,13.50331107
b0092,TI83333S000093,CDS,D-alanylalanine synthetase,D-alanine--D-alanine ligase; DdlA; DdlB; cytoplasmic; catalyzes the formation of D-alanyl-D-alanine from two D-alanines in peptidoglycan synthesis; there are two forms of this enzyme in Escherichia coli; go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,102233-103153,b0092,14.31244288,14.18106573,14.21150827,14.41545625,14.13164411,14.24752656
b0093,TI83333S000094,CDS,cell division protein; ingrowth of wall at septum,go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,103155-103985,b0093,14.34960495,14.13112786,14.24559434,14.40214495,14.08958314,14.19921065
b0094,TI83333S000095,CDS,cell division protein,essential cell division protein; colocalizes with FtsZ through direct interaction to the septal ring structure; structurally similar to eukaryotic actin; binds directly to the cell membrane; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,103982-105244,b0094,14.59960095,14.30869542,14.47219479,14.61933174,14.30607364,14.39736524
b0095,TI83333S000096,CDS,cell division protein FtsZ,"GTPase; similar structure to tubulin; forms ring-shaped polymers at the site of cell division; other proteins such as FtsA, ZipA, and ZapA, interact with and regulate FtsZ function; go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,105305-106456,b0095,15.24098827,14.95479105,15.19910662,15.16248582,15.01783854,15.00935234
b0096,TI83333S000097,CDS,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,"catalyzes the conversion of UDP-3-O-(3-hydroxytetradecanoyl-N-acetylglucosamine to UDP-3-O-(3-hydroxytetradecanoyl-glucosamine in lipid A biosynthesis; go_component: cytoplasm [goid 0005737]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: lipid A biosynthesis [goid 0009245]","Escherichia coli K12, complete genome.",NC_000913,106557-107474,b0096,14.35112177,14.35859241,14.45027434,14.00275693,14.29741846,14.35596684
b0097,TI83333S000098,CDS,SecA regulator SecM,secM translational pause allows for the initiation of secA translation,"Escherichia coli K12, complete genome.",NC_000913,107630-108217,b0097,13.85709837,13.97540611,13.93561227,14.11781067,13.98066022,13.93920382
b0098,TI83333S000099,CDS,translocase,go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,108279-110984,b0098,13.09467015,13.16062212,13.1027723,13.12480487,13.1504082,13.28751565
b0099,TI83333S000100,CDS,"7,8-dihydro-8-oxoguanine-triphosphatase, prefers dGTP","7,8-dihydro-8-oxoguanine-triphosphatase, prefers dGTP, causes AT-GC transversions; go_component: cytoplasm [goid 0005737]; go_process: 2'-deoxyribonucleotide biosynthesis [goid 0009265]","Escherichia coli K12, complete genome.",NC_000913,111044-111433,b0099,10.474769,10.63240397,10.40508605,10.3387625,10.6673264,10.52495212
b0100,TI83333S000101,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,111564-111698,b0100,11.31641277,11.40073666,11.22178112,11.19243897,11.59424891,11.40262509
b0101,TI83333S000102,CDS,zinc-binding protein,,"Escherichia coli K12, complete genome.",NC_000913,111649-111846,b0101,12.34454374,12.36731263,12.02145575,12.14483997,12.42472334,12.29518554
b0102,TI83333S000103,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,111856-112599,b0102,12.39977214,12.49385454,12.27975502,12.25687526,12.61870913,12.47041028
b0103,TI83333S000104,CDS,dephospho-CoA kinase,catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A; involved in coenzyme A biosynthesis,"Escherichia coli K12, complete genome.",NC_000913,112599-113219,b0103,12.30562083,12.23833888,12.40069108,12.31515577,12.2198119,12.11597734
b0104,TI83333S000105,CDS,guanosine 5'-monophosphate oxidoreductase,"catalyzes the NADPH-dependent deamination of GMP to inosine monophosphate; go_component: cytoplasm [goid 0005737]; go_process: purine ribonucleotide biosynthesis [goid 0009152]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,113444-114487,b0104,13.25417121,13.37145123,13.26038261,13.25488065,13.42837357,13.24210891
b0105,TI83333S000106,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,114407-114514,b0105,9.158237471,8.984104174,8.990651146,9.01600874,9.006616377,9.216534458
b0106,TI83333S000107,CDS,"component in type IV pilin biogenesis, transmembrane protein","putative integral membrane protein involved in biogenesis of fimbriae, protein transport, DNA uptake; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,114522-115724,b0106,8.333463515,8.347473696,8.342609997,8.305571243,8.416054314,8.331050015
b0107,TI83333S000108,CDS,"putative integral membrane protein involved in biogenesis of fimbriae (type IV pilin), protein transport, DNA uptake","putative integral membrane protein involved in biogenesis of fimbriae, protein transport, DNA uptake; go_component: fimbria [goid 0009289]","Escherichia coli K12, complete genome.",NC_000913,115714-117099,b0107,9.958673941,9.767244695,9.888947594,9.862166179,9.848770074,9.833657744
b0108,TI83333S000109,CDS,prelipin peptidase dependent protein,"putative major component of type IV pilin, prelipin peptidase-dependent protein; go_component: fimbria [goid 0009289]","Escherichia coli K12, complete genome.",NC_000913,117109-117549,b0108,7.753567289,7.782541636,7.725501067,7.781224166,7.810719163,7.814535338
b0109,TI83333S000110,CDS,nicotinate-nucleotide pyrophosphorylase,"catalyzes the formation of pyridine-2,3-dicarboxylate and 5-phospho-alpha-D-ribose 1-diphosphate from nictinate D-ribonucleotide; go_process: nicotinamide adenine dinucleotide biosynthesis [goid 0009435]","Escherichia coli K12, complete genome.",NC_000913,117752-118645,b0109,11.90793748,12.06477612,12.03819496,11.9839735,12.04763095,12.01985275
b0110,TI83333S000111,CDS,N-acetyl-anhydromuramyl-L-alanine amidase,regulates ampC; go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan metabolism [goid 0000270],"Escherichia coli K12, complete genome.",NC_000913,118733-119284,b0110,12.52598239,12.32182013,12.7345153,12.72243165,12.11691092,12.32003454
b0111,TI83333S000112,CDS,"putative transmembrane protein, putative protease",regulates ampC; go_component: inner membrane [goid 0019866]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,119281-120135,b0111,11.11991319,10.85303105,11.31937996,11.15813961,10.87452855,10.93137848
b0112,TI83333S000113,CDS,aromatic amino acid transport protein,aromatic amino acid transport protein (APC family); go_component: inner membrane [goid 0019866]; go_process: L-phenylalanine biosynthesis [goid 0009094]; go_process: tyrosine biosynthesis [goid 0006571],"Escherichia coli K12, complete genome.",NC_000913,120178-121551,b0112,13.60425339,14.05341247,13.3622349,13.34690426,14.03674016,14.02791565
b0113,TI83333S000114,CDS,transcriptional regulator of pyruvate dehydrogenase complex,activates lctPRD operon; autoregulates itself through repression of pdhR-aceEF-lpdA operon; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: glycolysis [goid 0006096]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,122092-122856,b0113,14.02064472,14.59759142,12.9697759,13.13885958,14.59742302,14.51687913
b0114,TI83333S000115,CDS,pyruvate dehydrogenase (decarboxylase component),"pyruvate dehydrogenase, decarboxylase subunit, thiamin-binding; go_process: carbohydrate catabolism [goid 0016052]; go_process: acetyl-CoA biosynthesis from pyruvate [goid 0006086]; go_process: glycolysis [goid 0006096]; go_process: glyoxylate catabolism [goid 0009436]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,123017-125680,b0114,15.01573798,15.13911075,14.98198362,15.18909635,14.89742574,15.1037866
b0115,TI83333S000116,CDS,dihydrolipoamide acetyltransferase,Catalyzes the transfer of acetyl from acetyldihydrolipoamide to coenzyme A to form acetyl CoA; go_process: carbohydrate catabolism [goid 0016052]; go_process: acetyl-CoA biosynthesis from pyruvate [goid 0006086]; go_process: glycolysis [goid 0006096]; go_process: glyoxylate catabolism [goid 0009436]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,125695-127587,b0115,14.3910736,14.65400091,14.60729022,14.68727735,14.64591532,14.78184511
b0116,TI83333S000117,CDS,dihydrolipoamide dehydrogenase,Catalyzes the oxidation of dihydrolipoamide to lipoamide; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]; go_process: amino acid catabolism [goid 0009063]; go_process: glycolysis [goid 0006096]; go_process: acetyl-CoA biosynthesis from pyruvate [goid 0006086]; go_process: tricarboxylic acid cycle [goid 0006099]; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061]; go_process: 10-formyltetrahydrofolate biosynthesis [goid 0009257]; go_process: glyoxylate catabolism [goid 0009436],"Escherichia coli K12, complete genome.",NC_000913,127912-129336,b0116,16.12001465,16.09206167,15.99947244,15.8756826,16.14789336,16.20735352
b0117,TI83333S000118,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,129407-131260,b0117,7.603342724,7.4936023,7.491233513,7.694999007,7.51814491,7.556258984
b0118,TI83333S000119,CDS,aconitate hydratase,Catalyzes the conversion of citrate to isocitrate; go_process: tricarboxylic acid cycle [goid 0006099]; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,131615-134212,b0118,15.01660263,15.35041987,15.26397082,15.28868314,15.26722802,15.40565967
b0119,TI83333S000120,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,134340-134750,b0119,13.53438869,13.44461626,13.58970275,13.66076523,13.39894645,13.42473357
b0120,TI83333S000121,CDS,S-adenosylmethionine decarboxylase proenzyme,S-adenosylmethionine provides the aminopropyl moiety required for spermidine biosynthesis from putrescine; go_process: polyamine biosynthesis [goid 0006596],"Escherichia coli K12, complete genome.",NC_000913,134788-135582,b0120,13.23221586,13.35287584,13.14887737,13.40816749,13.27553909,13.27469988
b0121,TI83333S000122,CDS,spermidine synthase,catalyzes the formation of spermidine from putrescine and S-adenosylmethioninamine; go_process: polyamine biosynthesis [goid 0006596],"Escherichia coli K12, complete genome.",NC_000913,135598-136464,b0121,13.16297309,13.32513151,13.10756999,13.41948167,13.21797401,13.3057688
b0122,TI83333S000123,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,136570-137040,b0122,13.90283948,13.62794076,13.76393514,13.91031924,13.47197803,13.53449017
b0123,TI83333S000124,CDS,Probable periplasmic copper oxidase,multicopper oxidase,"Escherichia coli K12, complete genome.",NC_000913,137083-138633,b0123,12.90507188,12.62503505,12.90818017,12.86149738,12.39493117,12.4726453
b0124,TI83333S000125,CDS,glucose dehydrogenase,"glucose dehydrogenase, transmembrane domain (N-terminal); catalytic periplasmic domain (C-terminal); go_component: inner membrane [goid 0019866]; go_function: electron donor activity [goid 0009053]; go_process: glucose metabolism [goid 0006006]; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,138835-141225,b0124,11.96945221,12.20608421,11.57963521,11.44823242,12.35058762,12.43370896
b0125,TI83333S000126,CDS,hypoxanthine-guanine phosphoribosyltransferase,"Catalyzes the salvage synthesis of inosine-5'-monophosphate (IMP) and guanosine-5'-monophosphate (GMP) from the purine bases hypoxanthine and guanine, respectively; go_component: cytoplasm [goid 0005737]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,141419-141967,b0125,13.87081016,14.03921646,13.84171158,13.78699275,13.96042377,13.93511429
