gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_amox_1,WT_amox_2,WT_amox_3,512_amox_1,512_amox_2,512_amox_3
b0084,TI83333S000085,CDS,"division-specific transpeptidase, penicillin-binding protein 3",septum formation; penicillin-binding protein 3; peptidoglycan synthetase; go_component: inner membrane [goid 0019866]; go_process: peptidoglycan biosynthesis [goid 0009252]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,91413-93179,b0084,12.91156474,12.91740669,12.89117168,12.41342718,12.26182537,12.45997753
b0085,TI83333S000086,CDS,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase",involved in cell wall formation; peptidoglycan synthesis; cytoplasmic enzyme; catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-aceylmuramoyl-l-alanyl-d-glutamate; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,93166-94653,b0085,12.99373509,13.19717181,13.21551234,12.63523055,12.4511247,12.60327579
b0086,TI83333S000087,CDS,D-alanine:D-alanine-adding enzyme,go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan biosynthesis [goid 0009252]; go_process: peptidoglycan metabolism [goid 0000270],"Escherichia coli K12, complete genome.",NC_000913,94650-96008,b0086,13.09179154,13.16139611,13.25558755,12.73495641,12.68234955,12.58125429
b0087,TI83333S000088,CDS,phospho-N-acetylmuramoyl-pentapeptide-transferase,catalyzes the binding of UDP-N-acetylmuramoyl (pentapeptide) to bactoprenol to produce lipid I in peptidoglycan synthesis; go_component: inner membrane [goid 0019866]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,96002-97084,b0087,12.42075905,12.71592141,12.78064754,12.08591553,11.98561766,11.98087279
b0088,TI83333S000089,CDS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamatesynthetase,UDP-N-acetylmuramoylalanine--D-glutamate ligase; involved in peptidoglycan biosynthesis; cytoplasmic; catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine during cell wall formation; go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,97087-98403,b0088,12.84973678,13.01940179,13.07292187,12.68281177,12.54743431,12.63525871
b0089,TI83333S000090,CDS,cell division; membrane protein involved in shape determination,"essential cell division gene, stablilzes FtsZ ring, required for PBP2 expression; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,98403-99647,b0089,12.45138023,12.68993812,12.71694603,12.14045956,11.95652765,12.06953105
b0090,TI83333S000091,CDS,N-acetylglucosaminyl transferase,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase; involved in cell wall formation; inner membrane-associated; last step of peptidoglycan synthesis; go_component: inner membrane [goid 0019866]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,99644-100711,b0090,13.99799603,14.21975506,14.25948122,13.83029198,13.71154928,13.80964327
b0091,TI83333S000092,CDS,UDP-N-acetylmuramate--L-alanine ligase,catalyzes the formation of UDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramate and L-alanine in peptidoglycan synthesis; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,100765-102240,b0091,13.25451029,13.37795966,13.50331107,13.24725246,12.98316445,13.18693865
b0092,TI83333S000093,CDS,D-alanylalanine synthetase,D-alanine--D-alanine ligase; DdlA; DdlB; cytoplasmic; catalyzes the formation of D-alanyl-D-alanine from two D-alanines in peptidoglycan synthesis; there are two forms of this enzyme in Escherichia coli; go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,102233-103153,b0092,14.41545625,14.13164411,14.24752656,14.13303931,13.9950881,14.2176803
b0093,TI83333S000094,CDS,cell division protein; ingrowth of wall at septum,go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,103155-103985,b0093,14.40214495,14.08958314,14.19921065,14.00653158,13.8663747,14.04039291
b0094,TI83333S000095,CDS,cell division protein,essential cell division protein; colocalizes with FtsZ through direct interaction to the septal ring structure; structurally similar to eukaryotic actin; binds directly to the cell membrane; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,103982-105244,b0094,14.61933174,14.30607364,14.39736524,14.32009009,14.18903347,14.36007295
b0095,TI83333S000096,CDS,cell division protein FtsZ,"GTPase; similar structure to tubulin; forms ring-shaped polymers at the site of cell division; other proteins such as FtsA, ZipA, and ZapA, interact with and regulate FtsZ function; go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,105305-106456,b0095,15.16248582,15.01783854,15.00935234,15.15658166,14.95160206,15.04424011
b0096,TI83333S000097,CDS,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,"catalyzes the conversion of UDP-3-O-(3-hydroxytetradecanoyl-N-acetylglucosamine to UDP-3-O-(3-hydroxytetradecanoyl-glucosamine in lipid A biosynthesis; go_component: cytoplasm [goid 0005737]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: lipid A biosynthesis [goid 0009245]","Escherichia coli K12, complete genome.",NC_000913,106557-107474,b0096,14.00275693,14.29741846,14.35596684,14.47551563,14.28609663,14.3330373
b0097,TI83333S000098,CDS,SecA regulator SecM,secM translational pause allows for the initiation of secA translation,"Escherichia coli K12, complete genome.",NC_000913,107630-108217,b0097,14.11781067,13.98066022,13.93920382,13.68112219,13.54973955,13.71839568
b0098,TI83333S000099,CDS,translocase,go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,108279-110984,b0098,13.12480487,13.1504082,13.28751565,13.12048639,13.19542777,13.08066955
b0099,TI83333S000100,CDS,"7,8-dihydro-8-oxoguanine-triphosphatase, prefers dGTP","7,8-dihydro-8-oxoguanine-triphosphatase, prefers dGTP, causes AT-GC transversions; go_component: cytoplasm [goid 0005737]; go_process: 2'-deoxyribonucleotide biosynthesis [goid 0009265]","Escherichia coli K12, complete genome.",NC_000913,111044-111433,b0099,10.3387625,10.6673264,10.52495212,10.1763986,10.1968336,10.23834917
b0100,TI83333S000101,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,111564-111698,b0100,11.19243897,11.59424891,11.40262509,10.73168802,10.78061542,10.59935322
b0101,TI83333S000102,CDS,zinc-binding protein,,"Escherichia coli K12, complete genome.",NC_000913,111649-111846,b0101,12.14483997,12.42472334,12.29518554,11.74362295,11.79208039,11.73135959
b0102,TI83333S000103,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,111856-112599,b0102,12.25687526,12.61870913,12.47041028,11.97004443,11.95751003,11.9999735
b0103,TI83333S000104,CDS,dephospho-CoA kinase,catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A; involved in coenzyme A biosynthesis,"Escherichia coli K12, complete genome.",NC_000913,112599-113219,b0103,12.31515577,12.2198119,12.11597734,12.06417343,11.88796148,12.0190648
b0104,TI83333S000105,CDS,guanosine 5'-monophosphate oxidoreductase,"catalyzes the NADPH-dependent deamination of GMP to inosine monophosphate; go_component: cytoplasm [goid 0005737]; go_process: purine ribonucleotide biosynthesis [goid 0009152]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,113444-114487,b0104,13.25488065,13.42837357,13.24210891,12.79144565,12.74043769,12.69518728
b0105,TI83333S000106,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,114407-114514,b0105,9.01600874,9.006616377,9.216534458,9.36117777,9.310356606,9.282041777
b0106,TI83333S000107,CDS,"component in type IV pilin biogenesis, transmembrane protein","putative integral membrane protein involved in biogenesis of fimbriae, protein transport, DNA uptake; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,114522-115724,b0106,8.305571243,8.416054314,8.331050015,8.204893389,8.278892821,8.294416689
b0107,TI83333S000108,CDS,"putative integral membrane protein involved in biogenesis of fimbriae (type IV pilin), protein transport, DNA uptake","putative integral membrane protein involved in biogenesis of fimbriae, protein transport, DNA uptake; go_component: fimbria [goid 0009289]","Escherichia coli K12, complete genome.",NC_000913,115714-117099,b0107,9.862166179,9.848770074,9.833657744,9.948191834,10.14318372,10.00735042
b0108,TI83333S000109,CDS,prelipin peptidase dependent protein,"putative major component of type IV pilin, prelipin peptidase-dependent protein; go_component: fimbria [goid 0009289]","Escherichia coli K12, complete genome.",NC_000913,117109-117549,b0108,7.781224166,7.810719163,7.814535338,7.852507669,7.907389177,8.074062606
b0109,TI83333S000110,CDS,nicotinate-nucleotide pyrophosphorylase,"catalyzes the formation of pyridine-2,3-dicarboxylate and 5-phospho-alpha-D-ribose 1-diphosphate from nictinate D-ribonucleotide; go_process: nicotinamide adenine dinucleotide biosynthesis [goid 0009435]","Escherichia coli K12, complete genome.",NC_000913,117752-118645,b0109,11.9839735,12.04763095,12.01985275,11.8982269,11.74740574,11.87130011
b0110,TI83333S000111,CDS,N-acetyl-anhydromuramyl-L-alanine amidase,regulates ampC; go_component: cytoplasm [goid 0005737]; go_process: peptidoglycan metabolism [goid 0000270],"Escherichia coli K12, complete genome.",NC_000913,118733-119284,b0110,12.72243165,12.11691092,12.32003454,12.94253493,12.61137323,12.83472401
b0111,TI83333S000112,CDS,"putative transmembrane protein, putative protease",regulates ampC; go_component: inner membrane [goid 0019866]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,119281-120135,b0111,11.15813961,10.87452855,10.93137848,11.48057938,11.40589549,11.4932994
b0112,TI83333S000113,CDS,aromatic amino acid transport protein,aromatic amino acid transport protein (APC family); go_component: inner membrane [goid 0019866]; go_process: L-phenylalanine biosynthesis [goid 0009094]; go_process: tyrosine biosynthesis [goid 0006571],"Escherichia coli K12, complete genome.",NC_000913,120178-121551,b0112,13.34690426,14.03674016,14.02791565,13.01517766,13.07190658,12.80157593
b0113,TI83333S000114,CDS,transcriptional regulator of pyruvate dehydrogenase complex,activates lctPRD operon; autoregulates itself through repression of pdhR-aceEF-lpdA operon; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: glycolysis [goid 0006096]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,122092-122856,b0113,13.13885958,14.59742302,14.51687913,12.70147969,12.58539949,12.47258994
b0114,TI83333S000115,CDS,pyruvate dehydrogenase (decarboxylase component),"pyruvate dehydrogenase, decarboxylase subunit, thiamin-binding; go_process: carbohydrate catabolism [goid 0016052]; go_process: acetyl-CoA biosynthesis from pyruvate [goid 0006086]; go_process: glycolysis [goid 0006096]; go_process: glyoxylate catabolism [goid 0009436]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,123017-125680,b0114,15.18909635,14.89742574,15.1037866,14.89770406,15.03354982,15.05741748
b0115,TI83333S000116,CDS,dihydrolipoamide acetyltransferase,Catalyzes the transfer of acetyl from acetyldihydrolipoamide to coenzyme A to form acetyl CoA; go_process: carbohydrate catabolism [goid 0016052]; go_process: acetyl-CoA biosynthesis from pyruvate [goid 0006086]; go_process: glycolysis [goid 0006096]; go_process: glyoxylate catabolism [goid 0009436]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,125695-127587,b0115,14.68727735,14.64591532,14.78184511,14.64148432,14.68453757,14.89166721
b0116,TI83333S000117,CDS,dihydrolipoamide dehydrogenase,Catalyzes the oxidation of dihydrolipoamide to lipoamide; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]; go_process: amino acid catabolism [goid 0009063]; go_process: glycolysis [goid 0006096]; go_process: acetyl-CoA biosynthesis from pyruvate [goid 0006086]; go_process: tricarboxylic acid cycle [goid 0006099]; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061]; go_process: 10-formyltetrahydrofolate biosynthesis [goid 0009257]; go_process: glyoxylate catabolism [goid 0009436],"Escherichia coli K12, complete genome.",NC_000913,127912-129336,b0116,15.8756826,16.14789336,16.20735352,15.65278033,15.77230939,15.53418999
b0117,TI83333S000118,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,129407-131260,b0117,7.694999007,7.51814491,7.556258984,7.643897325,7.663822092,7.655435193
b0118,TI83333S000119,CDS,aconitate hydratase,Catalyzes the conversion of citrate to isocitrate; go_process: tricarboxylic acid cycle [goid 0006099]; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,131615-134212,b0118,15.28868314,15.26722802,15.40565967,15.14565526,15.11170556,15.09725054
b0119,TI83333S000120,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,134340-134750,b0119,13.66076523,13.39894645,13.42473357,13.50784075,13.57907438,13.61408496
b0120,TI83333S000121,CDS,S-adenosylmethionine decarboxylase proenzyme,S-adenosylmethionine provides the aminopropyl moiety required for spermidine biosynthesis from putrescine; go_process: polyamine biosynthesis [goid 0006596],"Escherichia coli K12, complete genome.",NC_000913,134788-135582,b0120,13.40816749,13.27553909,13.27469988,13.36454244,13.38137988,13.35334644
b0121,TI83333S000122,CDS,spermidine synthase,catalyzes the formation of spermidine from putrescine and S-adenosylmethioninamine; go_process: polyamine biosynthesis [goid 0006596],"Escherichia coli K12, complete genome.",NC_000913,135598-136464,b0121,13.41948167,13.21797401,13.3057688,13.44385152,13.34399544,13.40318626
b0122,TI83333S000123,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,136570-137040,b0122,13.91031924,13.47197803,13.53449017,13.51584447,13.33123005,13.43377404
b0123,TI83333S000124,CDS,Probable periplasmic copper oxidase,multicopper oxidase,"Escherichia coli K12, complete genome.",NC_000913,137083-138633,b0123,12.86149738,12.39493117,12.4726453,13.83094709,13.62324838,14.3201632
b0124,TI83333S000125,CDS,glucose dehydrogenase,"glucose dehydrogenase, transmembrane domain (N-terminal); catalytic periplasmic domain (C-terminal); go_component: inner membrane [goid 0019866]; go_function: electron donor activity [goid 0009053]; go_process: glucose metabolism [goid 0006006]; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,138835-141225,b0124,11.44823242,12.35058762,12.43370896,11.10331054,11.18956812,10.73511235
b0125,TI83333S000126,CDS,hypoxanthine-guanine phosphoribosyltransferase,"Catalyzes the salvage synthesis of inosine-5'-monophosphate (IMP) and guanosine-5'-monophosphate (GMP) from the purine bases hypoxanthine and guanine, respectively; go_component: cytoplasm [goid 0005737]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,141419-141967,b0125,13.78699275,13.96042377,13.93511429,13.61343889,13.53196769,13.52544552
